Unnamed:_0,Rank,NOC,Gold,Silver,Bronze,Total,Year,Host,Number_of_people,Basketball,Judo,Football,Tug-Of-War,Athletics,Swimming,Badminton,Sailing,Gymnastics,Art_Competitions,Handball,Weightlifting,Wrestling,Water_Polo,Hockey,Rowing,Fencing,Equestrianism,Shooting,Boxing,Taekwondo,Cycling,Diving,Canoeing,Tennis,Modern_Pentathlon,Golf,Softball,Archery,Volleyball,Synchronized_Swimming,Table_Tennis,Baseball,Rhythmic_Gymnastics,Rugby_Sevens,Trampolining,Beach_Volleyball,Triathlon,Rugby,Lacrosse,Polo,Cricket,Ice_Hockey,Racquets,Motorboating,Croquet,Figure_Skating,Jeu_De_Paume,Roque,Basque_Pelota,Alpinism,Aeronautics,Cycling_Road,Artistic_Gymnastics,Karate,Baseball/Softball,Trampoline_Gymnastics,Marathon_Swimming,Canoe_Slalom,Surfing,Canoe_Sprint,Cycling_BMX_Racing,Equestrian,Artistic_Swimming,Cycling_Track,Skateboarding,Cycling_Mountain_Bike,3x3_Basketball,Cycling_BMX_Freestyle,Sport_Climbing,"Marathon_Swimming,_Swimming",Breaking,"Cycling_Road,_Cycling_Track","Cycling_Road,_Cycling_Mountain_Bike","Cycling_Road,_Triathlon","3x3_Basketball,_Basketball"
1088,10,Hungary,8,4,6,18,2012,0,151,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,11,Japan,7,14,17,38,2012,0,287,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,12,Iran,7,5,1,13,2012,0,52,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,13,Netherlands,6,6,8,20,2012,0,169,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,14,New_Zealand,6,2,5,13,2012,0,178,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,15,Ukraine,5,4,10,19,2012,0,230,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,16,Cuba,5,3,7,15,2012,0,109,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,17,Spain,4,10,6,20,2012,0,274,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,18,Jamaica,4,5,4,13,2012,0,45,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,19,Czech_Republic,4,4,3,11,2012,0,126,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,20,South_Africa,4,1,1,6,2012,0,124,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,21,North_Korea,4,0,2,6,2012,0,51,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,22,Brazil,3,5,9,17,2012,0,236,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,23,Kazakhstan,3,2,6,11,2012,0,113,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,23,Poland,3,2,6,11,2012,0,208,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,25,Ethiopia,3,2,3,8,2012,0,33,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,26,Croatia,3,1,2,6,2012,0,107,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,27,Canada,2,6,10,18,2012,0,272,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,28,Belarus,2,5,3,10,2012,0,160,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,29,Kenya,2,4,7,13,2012,0,47,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,30,Denmark,2,4,3,9,2012,0,111,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,31,Romania,2,4,1,7,2012,0,105,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,32,Azerbaijan,2,2,5,9,2012,0,52,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,33,Switzerland,2,2,0,4,2012,0,94,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,34,Norway,2,1,1,4,2012,0,61,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,35,Lithuania,2,0,3,5,2012,0,62,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,36,Tunisia,2,0,1,3,2012,0,83,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,37,Sweden,1,4,3,8,2012,0,133,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,38,Colombia,1,3,5,9,2012,0,101,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,39,Mexico,1,3,4,8,2012,0,99,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,40,Georgia,1,2,3,6,2012,0,34,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,41,Ireland,1,1,4,6,2012,0,64,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,42,Argentina,1,1,2,4,2012,0,137,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,42,Serbia,1,1,2,4,2012,0,116,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,42,Slovenia,1,1,2,4,2012,0,65,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,42,Trinidad_and_Tobago,1,1,2,4,2012,0,25,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,46,Turkey,1,1,1,3,2012,0,112,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,47,Dominican_Republic,1,1,0,2,2012,0,33,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,48,Chinese_Taipei,1,0,1,2,2012,0,44,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,48,Latvia,1,0,1,2,2012,0,41,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,50,Algeria,1,0,0,1,2012,0,38,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,50,Bahamas,1,0,0,1,2012,0,21,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,50,Bahrain,1,0,0,1,2012,0,12,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,50,Grenada,1,0,0,1,2012,0,8,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,50,Uganda,1,0,0,1,2012,0,15,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,50,Venezuela,1,0,0,1,2012,0,68,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,56,Egypt,0,3,1,4,2012,0,109,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,57,India,0,2,4,6,2012,0,79,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,58,Mongolia,0,2,3,5,2012,0,29,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,59,Thailand,0,2,2,4,2012,0,37,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,60,Bulgaria,0,2,1,3,2012,0,63,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,60,Finland,0,2,1,3,2012,0,56,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,60,Indonesia,0,2,1,3,2012,0,22,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,63,Slovakia,0,1,3,4,2012,0,47,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,64,Belgium,0,1,2,3,2012,0,111,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,65,Armenia,0,1,1,2,2012,0,24,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,65,Estonia,0,1,1,2,2012,0,32,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,65,Malaysia,0,1,1,2,2012,0,28,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,65,Puerto_Rico,0,1,1,2,2012,0,25,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,65,Qatar,0,1,1,2,2012,0,12,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,70,Botswana,0,1,0,1,2012,0,4,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,70,Cyprus,0,1,0,1,2012,0,13,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,70,Gabon,0,1,0,1,2012,0,21,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,70,Guatemala,0,1,0,1,2012,0,19,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,70,Montenegro,0,1,0,1,2012,0,33,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,70,Portugal,0,1,0,1,2012,0,76,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,76,Uzbekistan,0,0,3,3,2012,0,53,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,77,Greece,0,0,2,2,2012,0,102,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,77,Singapore,0,0,2,2,2012,0,23,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,79,Afghanistan,0,0,1,1,2012,0,6,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,79,Cameroon,0,0,1,1,2012,0,32,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,79,Hong_Kong,0,0,1,1,2012,0,41,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,79,Kuwait,0,0,1,1,2012,0,10,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,79,Morocco,0,0,1,1,2012,0,63,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,79,Saudi_Arabia,0,0,1,1,2012,0,18,2,14,2,0,47,34,5,10,14,0,2,15,18,2,2,14,10,6,15,13,8,18,8,16,5,2,0,0,4,2,2,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
