Year,sport,event,host,country,gold,silver,bronze,medal,Total
2004,Swimming,Swimming_Women's_4_x_100_metres_Medley_Relay,0,AUS,1,0,0,Gold,1
2004,Swimming,Swimming_Women's_100_metres_Freestyle,0,AUS,1,0,0,Gold,1
2004,Swimming,Swimming_Women's_4_x_100_metres_Freestyle_Relay,0,AUS,1,0,0,Gold,1
2004,Swimming,Swimming_Women's_100_metres_Butterfly,0,AUS,1,0,0,Gold,1
2004,Swimming,Swimming_Men's_200_metres_Freestyle,0,AUS,1,0,0,Gold,1
2004,Swimming,Swimming_Men's_400_metres_Freestyle,0,AUS,1,1,0,Gold,2
2004,Swimming,Swimming_Women's_100_metres_Breaststroke,0,CHN,1,0,0,Gold,1
2004,Swimming,Swimming_Women's_400_metres_Freestyle,0,FRA,1,0,0,Gold,1
2004,Swimming,Swimming_Men's_100_metres_Breaststroke,0,JPN,1,0,0,Gold,1
2004,Swimming,Swimming_Men's_200_metres_Breaststroke,0,JPN,1,0,0,Gold,1
2004,Swimming,Swimming_Women's_800_metres_Freestyle,0,JPN,1,0,0,Gold,1
2004,Swimming,Swimming_Women's_50_metres_Freestyle,0,NED,1,0,0,Gold,1
2004,Swimming,Swimming_Men's_100_metres_Freestyle,0,NED,1,0,0,Gold,1
2004,Swimming,Swimming_Women's_200_metres_Butterfly,0,POL,1,0,0,Gold,1
2004,Swimming,Swimming_Women's_200_metres_Freestyle,0,ROU,1,0,0,Gold,1
2004,Swimming,Swimming_Men's_4_x_100_metres_Freestyle_Relay,0,RSA,1,0,0,Gold,1
2004,Swimming,Swimming_Women's_200_metres_Individual_Medley,0,UKR,1,0,0,Gold,1
2004,Swimming,Swimming_Women's_400_metres_Individual_Medley,0,UKR,1,0,0,Gold,1
2004,Swimming,Swimming_Women's_200_metres_Breaststroke,0,USA,1,0,0,Gold,1
2004,Swimming,Swimming_Women's_4_x_200_metres_Freestyle_Relay,0,USA,1,0,0,Gold,1
2004,Swimming,Swimming_Women's_100_metres_Backstroke,0,USA,1,0,0,Gold,1
2004,Swimming,Swimming_Men's_4_x_100_metres_Medley_Relay,0,USA,1,0,0,Gold,1
2004,Swimming,Swimming_Men's_4_x_200_metres_Freestyle_Relay,0,USA,1,0,0,Gold,1
2004,Swimming,Swimming_Men's_50_metres_Freestyle,0,USA,1,0,0,Gold,1
2004,Swimming,Swimming_Men's_100_metres_Backstroke,0,USA,1,0,0,Gold,1
2004,Swimming,Swimming_Men's_200_metres_Backstroke,0,USA,1,0,0,Gold,1
2004,Swimming,Swimming_Men's_100_metres_Butterfly,0,USA,1,1,0,Gold,2
2004,Swimming,Swimming_Men's_200_metres_Butterfly,0,USA,1,0,0,Gold,1
2004,Swimming,Swimming_Men's_200_metres_Individual_Medley,0,USA,1,1,0,Gold,2
2004,Swimming,Swimming_Men's_400_metres_Individual_Medley,0,USA,1,1,0,Gold,2
2004,Swimming,Swimming_Women's_200_metres_Backstroke,0,ZIM,1,0,0,Gold,1
2004,Swimming,Swimming_Men's_400_metres_Freestyle,0,AUS,1,1,0,Silver,2
2004,Swimming,Swimming_Men's_4_x_200_metres_Freestyle_Relay,0,AUS,0,1,0,Silver,1
2004,Swimming,Swimming_Women's_100_metres_Breaststroke,0,AUS,0,1,1,Silver,2
2004,Swimming,Swimming_Women's_200_metres_Breaststroke,0,AUS,0,1,0,Silver,1
2004,Swimming,Swimming_Women's_200_metres_Butterfly,0,AUS,0,1,0,Silver,1
2004,Swimming,Swimming_Men's_100_metres_Backstroke,0,AUT,0,1,0,Silver,1
2004,Swimming,Swimming_Men's_200_metres_Backstroke,0,AUT,0,1,0,Silver,1
2004,Swimming,Swimming_Women's_4_x_200_metres_Freestyle_Relay,0,CHN,0,1,0,Silver,1
2004,Swimming,Swimming_Men's_50_metres_Freestyle,0,CRO,0,1,0,Silver,1
2004,Swimming,Swimming_Women's_800_metres_Freestyle,0,FRA,0,1,0,Silver,1
2004,Swimming,Swimming_Women's_50_metres_Freestyle,0,FRA,0,1,0,Silver,1
2004,Swimming,Swimming_Men's_4_x_100_metres_Medley_Relay,0,GER,0,1,0,Silver,1
2004,Swimming,Swimming_Men's_200_metres_Breaststroke,0,HUN,0,1,0,Silver,1
2004,Swimming,Swimming_Women's_200_metres_Freestyle,0,ITA,0,1,0,Silver,1
2004,Swimming,Swimming_Men's_200_metres_Butterfly,0,JPN,0,1,0,Silver,1
2004,Swimming,Swimming_Women's_100_metres_Freestyle,0,NED,0,1,0,Silver,1
2004,Swimming,Swimming_Men's_4_x_100_metres_Freestyle_Relay,0,NED,0,1,0,Silver,1
2004,Swimming,Swimming_Men's_200_metres_Freestyle,0,NED,0,1,0,Silver,1
2004,Swimming,Swimming_Women's_400_metres_Freestyle,0,POL,0,1,0,Silver,1
2004,Swimming,Swimming_Women's_100_metres_Butterfly,0,POL,0,1,0,Silver,1
2004,Swimming,Swimming_Women's_200_metres_Backstroke,0,RUS,0,1,0,Silver,1
2004,Swimming,Swimming_Men's_100_metres_Freestyle,0,RSA,0,1,0,Silver,1
2004,Swimming,Swimming_Women's_200_metres_Individual_Medley,0,USA,0,1,0,Silver,1
2004,Swimming,Swimming_Women's_4_x_100_metres_Medley_Relay,0,USA,0,1,0,Silver,1
2004,Swimming,Swimming_Women's_4_x_100_metres_Freestyle_Relay,0,USA,0,1,0,Silver,1
2004,Swimming,Swimming_Men's_100_metres_Butterfly,0,USA,1,1,0,Silver,2
2004,Swimming,Swimming_Men's_100_metres_Breaststroke,0,USA,0,1,0,Silver,1
2004,Swimming,"Swimming_Men's_1,500_metres_Freestyle",0,USA,0,1,0,Silver,1
2004,Swimming,Swimming_Men's_200_metres_Individual_Medley,0,USA,1,1,0,Silver,2
2004,Swimming,Swimming_Women's_400_metres_Individual_Medley,0,USA,0,1,0,Silver,1
2004,Swimming,Swimming_Men's_400_metres_Individual_Medley,0,USA,1,1,0,Silver,2
2004,Swimming,Swimming_Women's_100_metres_Backstroke,0,ZIM,0,1,0,Silver,1
2004,Synchronized_Swimming,Synchronized_Swimming_Women's_Duet,0,USA,0,0,1,Bronze,1
2004,Synchronized_Swimming,Synchronized_Swimming_Women's_Team,0,USA,0,0,1,Bronze,1
2004,Synchronized_Swimming,Synchronized_Swimming_Women's_Team,0,RUS,1,0,0,Gold,1
2004,Synchronized_Swimming,Synchronized_Swimming_Women's_Duet,0,RUS,1,0,0,Gold,1
2004,Synchronized_Swimming,Synchronized_Swimming_Women's_Team,0,JPN,0,1,0,Silver,1
2004,Synchronized_Swimming,Synchronized_Swimming_Women's_Duet,0,JPN,0,1,0,Silver,1
2004,Table_Tennis,Table_Tennis_Men's_Singles,0,CHN,0,1,1,Bronze,2
2004,Table_Tennis,Table_Tennis_Women's_Doubles,0,CHN,0,0,1,Bronze,1
2004,Table_Tennis,Table_Tennis_Men's_Doubles,0,DEN,0,0,1,Bronze,1
2004,Table_Tennis,Table_Tennis_Women's_Singles,0,KOR,0,0,1,Bronze,1
2004,Table_Tennis,Table_Tennis_Women's_Singles,0,CHN,1,0,0,Gold,1
2004,Table_Tennis,Table_Tennis_Men's_Doubles,0,CHN,1,0,0,Gold,1
2004,Table_Tennis,Table_Tennis_Women's_Doubles,0,CHN,1,0,0,Gold,1
2004,Table_Tennis,Table_Tennis_Men's_Singles,0,KOR,1,0,0,Gold,1
2004,Table_Tennis,Table_Tennis_Men's_Singles,0,CHN,0,1,1,Silver,2
2004,Table_Tennis,Table_Tennis_Men's_Doubles,0,HKG,0,1,0,Silver,1
2004,Table_Tennis,Table_Tennis_Women's_Singles,0,PRK,0,1,0,Silver,1
2004,Table_Tennis,Table_Tennis_Women's_Doubles,0,KOR,0,1,0,Silver,1
2004,Taekwondo,Taekwondo_Men's_Flyweight,0,EGY,0,0,1,Bronze,1
2004,Taekwondo,Taekwondo_Men's_Heavyweight,0,FRA,0,0,1,Bronze,1
2004,Taekwondo,Taekwondo_Men's_Welterweight,0,IRI,0,0,1,Bronze,1
2004,Taekwondo,Taekwondo_Women's_Featherweight,0,MEX,0,0,1,Bronze,1
2004,Taekwondo,Taekwondo_Women's_Welterweight,0,KOR,0,0,1,Bronze,1
2004,Taekwondo,Taekwondo_Men's_Featherweight,0,KOR,0,0,1,Bronze,1
2004,Taekwondo,Taekwondo_Women's_Flyweight,0,THA,0,0,1,Bronze,1
2004,Taekwondo,Taekwondo_Women's_Heavyweight,0,VEN,0,0,1,Bronze,1
2004,Taekwondo,Taekwondo_Women's_Heavyweight,0,CHN,1,0,0,Gold,1
2004,Taekwondo,Taekwondo_Women's_Welterweight,0,CHN,1,0,0,Gold,1
2004,Taekwondo,Taekwondo_Women's_Flyweight,0,TPE,1,0,0,Gold,1
2004,Taekwondo,Taekwondo_Men's_Flyweight,0,TPE,1,0,0,Gold,1
2004,Taekwondo,Taekwondo_Men's_Featherweight,0,IRI,1,0,0,Gold,1
2004,Taekwondo,Taekwondo_Women's_Featherweight,0,KOR,1,0,0,Gold,1
2004,Taekwondo,Taekwondo_Men's_Heavyweight,0,KOR,1,0,0,Gold,1
2004,Taekwondo,Taekwondo_Men's_Welterweight,0,USA,1,0,0,Gold,1
2004,Taekwondo,Taekwondo_Men's_Featherweight,0,TPE,0,1,0,Silver,1
2004,Taekwondo,Taekwondo_Women's_Flyweight,0,CUB,0,1,0,Silver,1
2004,Taekwondo,Taekwondo_Women's_Heavyweight,0,FRA,0,1,0,Silver,1
2004,Taekwondo,Taekwondo_Women's_Welterweight,1,GRE,0,1,0,Silver,1
2004,Taekwondo,Taekwondo_Men's_Heavyweight,1,GRE,0,1,0,Silver,1
2004,Taekwondo,Taekwondo_Men's_Flyweight,0,MEX,0,1,0,Silver,1
2004,Taekwondo,Taekwondo_Men's_Welterweight,0,TUR,0,1,0,Silver,1
2004,Taekwondo,Taekwondo_Women's_Featherweight,0,USA,0,1,0,Silver,1
2004,Tennis,Tennis_Women's_Doubles,0,ARG,0,0,1,Bronze,1
2004,Tennis,Tennis_Women's_Singles,0,AUS,0,0,1,Bronze,1
2004,Tennis,Tennis_Men's_Singles,0,CHI,1,0,1,Bronze,2
2004,Tennis,Tennis_Men's_Doubles,0,CRO,0,0,1,Bronze,1
2004,Tennis,Tennis_Women's_Singles,0,BEL,1,0,0,Gold,1
2004,Tennis,Tennis_Men's_Doubles,0,CHI,1,0,0,Gold,1
2004,Tennis,Tennis_Men's_Singles,0,CHI,1,0,1,Gold,2
2004,Tennis,Tennis_Women's_Doubles,0,CHN,1,0,0,Gold,1
2004,Tennis,Tennis_Women's_Singles,0,FRA,0,1,0,Silver,1
2004,Tennis,Tennis_Men's_Doubles,0,GER,0,1,0,Silver,1
2004,Tennis,Tennis_Women's_Doubles,0,ESP,0,1,0,Silver,1
2004,Tennis,Tennis_Men's_Singles,0,USA,0,1,0,Silver,1
2004,Trampolining,Trampolining_Women's_Individual,0,CHN,0,0,1,Bronze,1
2004,Trampolining,Trampolining_Men's_Individual,0,GER,0,0,1,Bronze,1
2004,Trampolining,Trampolining_Women's_Individual,0,GER,1,0,0,Gold,1
2004,Trampolining,Trampolining_Men's_Individual,0,UKR,1,0,0,Gold,1
2004,Trampolining,Trampolining_Women's_Individual,0,CAN,0,1,0,Silver,1
2004,Trampolining,Trampolining_Men's_Individual,0,RUS,0,1,0,Silver,1
2004,Triathlon,Triathlon_Men's_Olympic_Distance,0,SUI,0,0,1,Bronze,1
2004,Triathlon,Triathlon_Women's_Olympic_Distance,0,USA,0,0,1,Bronze,1
2004,Triathlon,Triathlon_Women's_Olympic_Distance,0,AUT,1,0,0,Gold,1
2004,Triathlon,Triathlon_Men's_Olympic_Distance,0,NZL,1,1,0,Gold,2
2004,Triathlon,Triathlon_Women's_Olympic_Distance,0,AUS,0,1,0,Silver,1
2004,Triathlon,Triathlon_Men's_Olympic_Distance,0,NZL,1,1,0,Silver,2
2004,Volleyball,Volleyball_Women's_Volleyball,0,CUB,0,0,1,Bronze,1
2004,Volleyball,Volleyball_Men's_Volleyball,0,RUS,0,0,1,Bronze,1
2004,Volleyball,Volleyball_Men's_Volleyball,0,BRA,1,0,0,Gold,1
2004,Volleyball,Volleyball_Women's_Volleyball,0,CHN,1,0,0,Gold,1
2004,Volleyball,Volleyball_Men's_Volleyball,0,ITA,0,1,0,Silver,1
2004,Volleyball,Volleyball_Women's_Volleyball,0,RUS,0,1,0,Silver,1
2004,Water_Polo,Water_Polo_Men's_Water_Polo,0,RUS,0,0,1,Bronze,1
2004,Water_Polo,Water_Polo_Women's_Water_Polo,0,USA,0,0,1,Bronze,1
2004,Water_Polo,Water_Polo_Men's_Water_Polo,0,HUN,1,0,0,Gold,1
2004,Water_Polo,Water_Polo_Women's_Water_Polo,0,ITA,1,0,0,Gold,1
2004,Water_Polo,Water_Polo_Women's_Water_Polo,1,GRE,0,1,0,Silver,1
2004,Water_Polo,Water_Polo_Men's_Water_Polo,0,SCG,0,1,0,Silver,1
2004,Weightlifting,Weightlifting_Women's_Middleweight,0,BLR,0,1,1,Bronze,2
2004,Weightlifting,Weightlifting_Men's_Super_Heavyweight,0,BUL,0,0,1,Bronze,1
2004,Weightlifting,Weightlifting_Women's_Featherweight,0,COL,0,0,1,Bronze,1
2004,Weightlifting,Weightlifting_Men's_Lightweight,0,CRO,0,0,1,Bronze,1
2004,Weightlifting,Weightlifting_Men's_Light_Heavyweight,1,GRE,0,0,1,Bronze,1
2004,Weightlifting,Weightlifting_Women's_Super_Heavyweight,0,POL,0,0,1,Bronze,1
2004,Weightlifting,Weightlifting_Women's_Light_Heavyweight,0,RUS,0,0,1,Bronze,1
2004,Weightlifting,Weightlifting_Men's_Heavyweight,0,RUS,1,0,1,Bronze,2
2004,Weightlifting,Weightlifting_Women's_Heavyweight,0,RUS,0,1,1,Bronze,2
2004,Weightlifting,Weightlifting_Men's_Middle_Heavyweight,0,RUS,0,1,1,Bronze,2
2004,Weightlifting,Weightlifting_Women's_Lightweight,0,THA,0,0,1,Bronze,1
2004,Weightlifting,Weightlifting_Women's_Flyweight,0,THA,0,0,1,Bronze,1
2004,Weightlifting,Weightlifting_Men's_Middleweight,0,TUR,1,0,1,Bronze,2
2004,Weightlifting,Weightlifting_Men's_Bantamweight,0,TUR,1,0,1,Bronze,2
2004,Weightlifting,Weightlifting_Men's_Featherweight,0,VEN,0,0,1,Bronze,1
2004,Weightlifting,Weightlifting_Men's_Middle_Heavyweight,0,BUL,1,0,0,Gold,1
2004,Weightlifting,Weightlifting_Women's_Lightweight,0,CHN,1,0,0,Gold,1
2004,Weightlifting,Weightlifting_Women's_Light_Heavyweight,0,CHN,1,0,0,Gold,1
2004,Weightlifting,Weightlifting_Men's_Featherweight,0,CHN,1,1,0,Gold,2
2004,Weightlifting,Weightlifting_Women's_Super_Heavyweight,0,CHN,1,0,0,Gold,1
2004,Weightlifting,Weightlifting_Men's_Lightweight,0,CHN,1,0,0,Gold,1
2004,Weightlifting,Weightlifting_Men's_Light_Heavyweight,0,GEO,1,0,0,Gold,1
2004,Weightlifting,Weightlifting_Men's_Super_Heavyweight,0,IRI,1,0,0,Gold,1
2004,Weightlifting,Weightlifting_Men's_Heavyweight,0,RUS,1,0,1,Gold,2
2004,Weightlifting,Weightlifting_Women's_Featherweight,0,THA,1,0,0,Gold,1
2004,Weightlifting,Weightlifting_Women's_Heavyweight,0,THA,1,0,0,Gold,1
2004,Weightlifting,Weightlifting_Men's_Bantamweight,0,TUR,1,0,1,Gold,2
2004,Weightlifting,Weightlifting_Men's_Middleweight,0,TUR,1,0,1,Gold,2
2004,Weightlifting,Weightlifting_Women's_Flyweight,0,TUR,1,0,0,Gold,1
2004,Weightlifting,Weightlifting_Women's_Middleweight,0,UKR,1,0,0,Gold,1
2004,Weightlifting,Weightlifting_Women's_Middleweight,0,BLR,0,1,1,Silver,2
2004,Weightlifting,Weightlifting_Men's_Light_Heavyweight,0,BLR,0,1,0,Silver,1
2004,Weightlifting,Weightlifting_Men's_Featherweight,0,CHN,1,1,0,Silver,2
2004,Weightlifting,Weightlifting_Women's_Flyweight,0,CHN,0,1,0,Silver,1
2004,Weightlifting,Weightlifting_Men's_Bantamweight,0,CHN,0,1,0,Silver,1
2004,Weightlifting,Weightlifting_Women's_Light_Heavyweight,0,HUN,0,1,0,Silver,1
2004,Weightlifting,Weightlifting_Women's_Featherweight,0,INA,0,1,0,Silver,1
2004,Weightlifting,Weightlifting_Men's_Middleweight,0,KAZ,0,1,0,Silver,1
2004,Weightlifting,Weightlifting_Men's_Super_Heavyweight,0,LAT,0,1,0,Silver,1
2004,Weightlifting,Weightlifting_Women's_Lightweight,0,PRK,0,1,0,Silver,1
2004,Weightlifting,Weightlifting_Men's_Middle_Heavyweight,0,RUS,0,1,1,Silver,2
2004,Weightlifting,Weightlifting_Women's_Heavyweight,0,RUS,0,1,1,Silver,2
2004,Weightlifting,Weightlifting_Women's_Super_Heavyweight,0,KOR,0,1,0,Silver,1
2004,Weightlifting,Weightlifting_Men's_Lightweight,0,KOR,0,1,0,Silver,1
2004,Weightlifting,Weightlifting_Men's_Heavyweight,0,UKR,0,1,0,Silver,1
2004,Wrestling,"Wrestling_Men's_Light_Heavyweight,_Greco_Roman",0,BLR,0,0,1,Bronze,1
2004,Wrestling,"Wrestling_Men's_Lightweight,_Greco_Roman",0,BUL,0,0,1,Bronze,1
2004,Wrestling,"Wrestling_Men's_Middleweight,_Freestyle",0,CUB,0,0,1,Bronze,1
2004,Wrestling,"Wrestling_Women's_Lightweight,_Freestyle",0,FRA,0,0,1,Bronze,1
2004,Wrestling,"Wrestling_Women's_Middleweight,_Freestyle",0,FRA,0,0,1,Bronze,1
2004,Wrestling,"Wrestling_Men's_Featherweight,_Greco_Roman",1,GRE,0,0,1,Bronze,1
2004,Wrestling,"Wrestling_Men's_Heavyweight,_Freestyle",0,IRI,0,0,1,Bronze,1
2004,Wrestling,"Wrestling_Women's_Heavyweight,_Freestyle",0,JPN,0,0,1,Bronze,1
2004,Wrestling,"Wrestling_Men's_Lightweight,_Freestyle",0,JPN,0,0,1,Bronze,1
2004,Wrestling,"Wrestling_Men's_Featherweight,_Freestyle",0,JPN,0,0,1,Bronze,1
2004,Wrestling,"Wrestling_Men's_Welterweight,_Greco_Roman",0,KAZ,0,0,1,Bronze,1
2004,Wrestling,"Wrestling_Men's_Welterweight,_Freestyle",0,RUS,0,0,1,Bronze,1
2004,Wrestling,"Wrestling_Men's_Middleweight,_Greco_Roman",0,RUS,0,0,1,Bronze,1
2004,Wrestling,"Wrestling_Men's_Light_Heavyweight,_Freestyle",0,RUS,0,0,1,Bronze,1
2004,Wrestling,"Wrestling_Men's_Heavyweight,_Greco_Roman",0,TUR,0,0,1,Bronze,1
2004,Wrestling,"Wrestling_Men's_Super_Heavyweight,_Freestyle",0,TUR,0,0,1,Bronze,1
2004,Wrestling,"Wrestling_Men's_Super_Heavyweight,_Greco_Roman",0,USA,0,0,1,Bronze,1
2004,Wrestling,"Wrestling_Women's_Flyweight,_Freestyle",0,USA,0,0,1,Bronze,1
2004,Wrestling,"Wrestling_Men's_Welterweight,_Greco_Roman",0,AZE,1,0,0,Gold,1
2004,Wrestling,"Wrestling_Women's_Heavyweight,_Freestyle",0,CHN,1,0,0,Gold,1
2004,Wrestling,"Wrestling_Men's_Lightweight,_Freestyle",0,CUB,1,0,0,Gold,1
2004,Wrestling,"Wrestling_Men's_Heavyweight,_Greco_Roman",0,EGY,1,0,0,Gold,1
2004,Wrestling,"Wrestling_Men's_Featherweight,_Greco_Roman",0,HUN,1,0,0,Gold,1
2004,Wrestling,"Wrestling_Women's_Middleweight,_Freestyle",0,JPN,1,0,0,Gold,1
2004,Wrestling,"Wrestling_Women's_Lightweight,_Freestyle",0,JPN,1,0,0,Gold,1
2004,Wrestling,"Wrestling_Men's_Super_Heavyweight,_Greco_Roman",0,RUS,1,0,0,Gold,1
2004,Wrestling,"Wrestling_Men's_Featherweight,_Freestyle",0,RUS,1,0,0,Gold,1
2004,Wrestling,"Wrestling_Men's_Heavyweight,_Freestyle",0,RUS,1,0,0,Gold,1
2004,Wrestling,"Wrestling_Men's_Light_Heavyweight,_Greco_Roman",0,RUS,1,0,0,Gold,1
2004,Wrestling,"Wrestling_Men's_Middleweight,_Freestyle",0,RUS,1,0,0,Gold,1
2004,Wrestling,"Wrestling_Men's_Lightweight,_Greco_Roman",0,KOR,1,0,0,Gold,1
2004,Wrestling,"Wrestling_Women's_Flyweight,_Freestyle",0,UKR,1,0,0,Gold,1
2004,Wrestling,"Wrestling_Men's_Welterweight,_Freestyle",0,UKR,1,0,0,Gold,1
2004,Wrestling,"Wrestling_Men's_Light_Heavyweight,_Freestyle",0,USA,1,0,0,Gold,1
2004,Wrestling,"Wrestling_Men's_Middleweight,_Greco_Roman",0,UZB,1,0,0,Gold,1
2004,Wrestling,"Wrestling_Men's_Super_Heavyweight,_Freestyle",0,UZB,1,0,0,Gold,1
2004,Wrestling,"Wrestling_Women's_Lightweight,_Freestyle",0,CAN,0,1,0,Silver,1
2004,Wrestling,"Wrestling_Men's_Lightweight,_Greco_Roman",0,CUB,0,1,0,Silver,1
2004,Wrestling,"Wrestling_Men's_Middleweight,_Greco_Roman",0,FIN,0,1,0,Silver,1
2004,Wrestling,"Wrestling_Men's_Heavyweight,_Greco_Roman",0,GEO,0,1,0,Silver,1
2004,Wrestling,"Wrestling_Men's_Lightweight,_Freestyle",0,IRI,0,1,0,Silver,1
2004,Wrestling,"Wrestling_Men's_Super_Heavyweight,_Freestyle",0,IRI,0,1,0,Silver,1
2004,Wrestling,"Wrestling_Women's_Flyweight,_Freestyle",0,JPN,0,1,0,Silver,1
2004,Wrestling,"Wrestling_Men's_Middleweight,_Freestyle",0,KAZ,0,1,0,Silver,1
2004,Wrestling,"Wrestling_Men's_Super_Heavyweight,_Greco_Roman",0,KAZ,0,1,0,Silver,1
2004,Wrestling,"Wrestling_Men's_Featherweight,_Greco_Roman",0,RUS,0,1,0,Silver,1
2004,Wrestling,"Wrestling_Women's_Heavyweight,_Freestyle",0,RUS,0,1,0,Silver,1
2004,Wrestling,"Wrestling_Men's_Light_Heavyweight,_Freestyle",0,KOR,0,1,0,Silver,1
2004,Wrestling,"Wrestling_Men's_Light_Heavyweight,_Greco_Roman",0,SWE,0,1,0,Silver,1
2004,Wrestling,"Wrestling_Men's_Welterweight,_Greco_Roman",0,TUR,0,1,0,Silver,1
2004,Wrestling,"Wrestling_Men's_Featherweight,_Freestyle",0,USA,0,1,0,Silver,1
2004,Wrestling,"Wrestling_Men's_Welterweight,_Freestyle",0,USA,0,1,0,Silver,1
2004,Wrestling,"Wrestling_Women's_Middleweight,_Freestyle",0,USA,0,1,0,Silver,1
2004,Wrestling,"Wrestling_Men's_Heavyweight,_Freestyle",0,UZB,0,1,0,Silver,1
2008,Archery,Archery_Men's_Team,1,CHN,0,0,1,Bronze,1
2008,Archery,Archery_Women's_Team,0,FRA,0,0,1,Bronze,1
2008,Archery,Archery_Men's_Individual,0,RUS,0,0,1,Bronze,1
2008,Archery,Archery_Women's_Individual,0,KOR,0,1,1,Bronze,2
2008,Archery,Archery_Women's_Individual,1,CHN,1,0,0,Gold,1
2008,Archery,Archery_Men's_Team,0,KOR,1,0,0,Gold,1
2008,Archery,Archery_Women's_Team,0,KOR,1,0,0,Gold,1
2008,Archery,Archery_Men's_Individual,0,UKR,1,0,0,Gold,1
2008,Archery,Archery_Women's_Team,1,CHN,0,1,0,Silver,1
2008,Archery,Archery_Men's_Team,0,ITA,0,1,0,Silver,1
2008,Archery,Archery_Men's_Individual,0,KOR,0,1,0,Silver,1
2008,Archery,Archery_Women's_Individual,0,KOR,0,1,1,Silver,2
2008,Athletics,Athletics_Men's_20_kilometres_Walk,0,AUS,0,0,1,Bronze,1
2008,Athletics,Athletics_Men's_Triple_Jump,0,BAH,0,0,1,Bronze,1
2008,Athletics,Athletics_Women's_Shot_Put,0,BLR,0,1,1,Bronze,2
2008,Athletics,Athletics_Men's_Hammer_Throw,0,BLR,0,1,1,Bronze,2
2008,Athletics,Athletics_Men's_4_x_100_metres_Relay,0,BRA,0,0,1,Bronze,1
2008,Athletics,Athletics_Men's_Shot_Put,0,CAN,0,0,1,Bronze,1
2008,Athletics,Athletics_Women's_100_metres_Hurdles,0,CAN,0,0,1,Bronze,1
2008,Athletics,Athletics_Women's_Hammer_Throw,1,CHN,0,0,1,Bronze,1
2008,Athletics,Athletics_Women's_Marathon,1,CHN,0,0,1,Bronze,1
2008,Athletics,Athletics_Men's_Long_Jump,0,CUB,0,0,1,Bronze,1
2008,Athletics,Athletics_Men's_Decathlon,0,CUB,0,0,1,Bronze,1
2008,Athletics,"Athletics_Women's_5,000_metres",0,ETH,1,0,1,Bronze,2
2008,Athletics,Athletics_Men's_Marathon,0,ETH,0,0,1,Bronze,1
2008,Athletics,Athletics_Men's_Javelin_Throw,0,FIN,0,0,1,Bronze,1
2008,Athletics,"Athletics_Men's_1,500_metres",0,FRA,0,0,1,Bronze,1
2008,Athletics,Athletics_Women's_Javelin_Throw,0,GER,0,0,1,Bronze,1
2008,Athletics,Athletics_Men's_4_x_400_metres_Relay,0,GBR,0,0,1,Bronze,1
2008,Athletics,Athletics_Women's_400_metres_Hurdles,0,GBR,0,0,1,Bronze,1
2008,Athletics,Athletics_Women's_Triple_Jump,0,GRE,0,0,1,Bronze,1
2008,Athletics,Athletics_Women's_20_kilometres_Walk,0,ITA,0,0,1,Bronze,1
2008,Athletics,Athletics_Women's_4_x_400_metres_Relay,0,JAM,0,0,1,Bronze,1
2008,Athletics,Athletics_Women's_200_metres,0,JAM,1,0,1,Bronze,2
2008,Athletics,"Athletics_Men's_10,000_metres",0,KEN,0,0,1,Bronze,1
2008,Athletics,"Athletics_Women's_10,000_metres",0,KEN,0,0,1,Bronze,1
2008,Athletics,"Athletics_Men's_3,000_metres_Steeplechase",0,KEN,1,0,1,Bronze,2
2008,Athletics,"Athletics_Men's_5,000_metres",0,KEN,0,1,1,Bronze,2
2008,Athletics,Athletics_Men's_800_metres,0,KEN,1,0,1,Bronze,2
2008,Athletics,Athletics_Men's_Discus_Throw,0,LTU,0,0,1,Bronze,1
2008,Athletics,Athletics_Women's_800_metres,0,MAR,0,0,1,Bronze,1
2008,Athletics,Athletics_Women's_4_x_100_metres_Relay,0,NGR,0,0,1,Bronze,1
2008,Athletics,Athletics_Women's_Long_Jump,0,NGR,0,0,1,Bronze,1
2008,Athletics,Athletics_Women's_Heptathlon,0,RUS,0,0,1,Bronze,1
2008,Athletics,Athletics_Women's_High_Jump,0,RUS,0,0,1,Bronze,1
2008,Athletics,Athletics_Women's_Pole_Vault,0,RUS,1,0,1,Bronze,2
2008,Athletics,Athletics_Men's_50_kilometres_Walk,0,RUS,0,0,1,Bronze,1
2008,Athletics,Athletics_Men's_High_Jump,0,RUS,1,0,1,Bronze,2
2008,Athletics,"Athletics_Women's_3,000_metres_Steeplechase",0,RUS,1,0,1,Bronze,2
2008,Athletics,Athletics_Women's_Discus_Throw,0,UKR,0,0,1,Bronze,1
2008,Athletics,"Athletics_Women's_1,500_metres",0,UKR,0,1,1,Bronze,2
2008,Athletics,Athletics_Men's_Pole_Vault,0,UKR,0,0,1,Bronze,1
2008,Athletics,Athletics_Men's_100_metres,0,USA,0,0,1,Bronze,1
2008,Athletics,Athletics_Men's_200_metres,0,USA,0,1,1,Bronze,2
2008,Athletics,Athletics_Men's_400_metres_Hurdles,0,USA,1,1,1,Bronze,3
2008,Athletics,Athletics_Men's_400_metres,0,USA,1,1,1,Bronze,3
2008,Athletics,Athletics_Men's_110_metres_Hurdles,0,USA,0,1,1,Bronze,2
2008,Athletics,Athletics_Women's_400_metres,0,USA,0,0,1,Bronze,1
2008,Athletics,Athletics_Men's_Pole_Vault,0,AUS,1,0,0,Gold,1
